65,"Requisito de Convocação: Todos os licitantes remanescentes deverão ser convocados para acompanhar a sessão reaberta."
66,"Requisito de Convocação: A convocação se dará por meio do sistema eletrônico (“chat”) ou e-mail, de acordo com a fase do procedimento licitatório."
67,"Requisito de Encaminhamento: Encerradas as fases de julgamento e habilitação da licitação, não havendo interposição de recurso ou exauridos os recursos apresentados, o Pregoeiro encaminhará o processo licitatório à autoridade superior."
68,"Requisito de Adjudicação: A autoridade competente adjudicará e homologará o resultado da licitação ao vencedor do certame."
69,"Requisito de Contrato: Após a homologação da licitação, em sendo realizada a contratação, será firmado Termo de Contrato."
70,"Requisito de Assinatura: O adjudicatário terá o prazo de 5 (cinco) dias úteis, contados a partir da data de sua convocação, para assinar o Termo de Contrato, sob pena de decair do direito à contratação."
71,"Requisito de Prorrogação: O prazo de convocação poderá ser prorrogado 1 (uma) vez, por igual período, mediante solicitação da parte durante seu transcurso, devidamente justificada."
72,"Requisito de Convocação: Será facultado à Administração, quando o convocado não assinar o termo de contrato e nas condições estabelecidas, convocar os licitantes remanescentes, na ordem de classificação."
73,"Requisito de Liberação: Decorrido o prazo de validade da proposta indicado no edital sem convocação para a contratação, ficarão os licitantes liberados dos compromissos assumidos."
74,"Requisito de Responsabilidade: A Administração não se responsabilizará pelo não recebimento do Termo de Contrato encaminhado para os contatos/endereços eletrônicos informados na proposta."
75,"Requisito de Comunicação: Em caso de fato superveniente que venha a inviabilizar o recebimento, deverá o proponente, em tempo hábil, comunicar a Administração."
76,"Requisito de Vinculação: A contratada se vincula à sua proposta e às previsões contidas no edital e seus anexos."
77,"Requisito de Rescisão: A contratada reconhece que as hipóteses de rescisão são aquelas previstas no artigo 137 da Lei Federal nº 14.133/2021."
78,"Requisito de Acesso: Permitir abertura de várias telas para o mesmo usuário, de modo a não precisar “deslogar” toda vez que precisar consultar exercícios anteriores."
79,"Requisito de Configuração: Permitir que o tempo de fechamento do sistema por inatividade, seja configurável."
80,"Requisito de Acessibilidade: Todo o sistema deve obedecer no mínimo as orientações técnicas de acessibilidade - World Wide Web Consortium (W3C) e a Lei Geral de Proteção de Dados Pessoais (LGPD)."
81,"Requisito de Conflito: Em caso de algum requisito funcional ou não funcional de algum módulo, submódulo ou sistema conflitar com algum outro requisito, fica valendo o requisito/item descrito no nível mais alto do Termo de Referência e Edital."
82,"Requisito de Custo: Não deve haver custo para o município relacionado a número de usuários – internos ou externos."
83,"Requisito de Controle de Acesso: Deverá ser possível ter um controle de acesso de forma parametrizada, possuindo a definição de perfis de utilização individuais ou de grupos, para que cada usuário ou grupo de usuários possa, ou não, ter acesso a determinados módulos, funções e objetos (menus, telas, transações, áreas de negócio, entre outros), por determinado período, centralizando ou descentralizando as atividades operacionais, sendo sua alteração refletida imediatamente em todo sistema."
84,"Requisito de Limite de Acesso: Permitir que cada usuário possua limites de acessos aos dados de acordo com a (as) setor (es) (secretaria(s), órgão(s), departamento(s), unidade(s) gestora(s), etc.) vinculadas e autorizadas ao mesmo."
85,"Requisito de Bloqueio: Permitir bloquear os usuários que tiverem alteração da lotação funcional e/ou restrições funcionais e retirar os perfis cadastrados para o mesmo."
86,"Requisito de Alteração de Senha: Permitir que o próprio usuário altere sua senha e atualize seus dados pessoais."
87,"Requisito de Esquecimento de Senhas: Possuir funcionalidade para tratamento de situações de esquecimento de senhas por usuários."
88,"Requisito de Acesso Unificado: O acesso ao sistema se dará por meio de cadastro único de usuário e senha individualizada, oferecendo a possibilidade de autenticação multifator."
89,"Requisito de Prevenção de Fraude: Cada usuário é único no sistema a partir do momento de acesso, não sendo possível o mesmo usuário acessar o sistema de dois ou mais locais diferentes."
90,"Requisito de Backup: A CONTRATADA deverá realizar cópias de segurança (backups) diárias com vistas à recuperação dos dados armazenados, referentes ao processamento da solução, em caso de falha nos meios de armazenamento."
91,"Requisito de Auditoria: Registrar um histórico de operações (trilhas de auditoria e registros de controle) no sistema que possa ser consultado contendo data, hora, usuário, função do sistema e dado manipulado, para todas as operações: adições, alterações, consultas, ativações, desativações e exclusões de dados no sistema, a fim de que todo o sistema possa ser auditado."
92,"Requisito de Exclusão de Dados: O sistema deverá somente permitir exclusão de informações não vinculadas, do contrário somente permitirá a desativação da informação, de modo a manter a integridade e rastreabilidade das informações."
93,"Requisito de Segurança da Informação: A solução deve possuir mecanismos de segurança da informação, relacionados à integridade, privacidade e autenticidade dos dados, devendo ainda: Manter na íntegra todas as transações mesmo em quedas de energia ou falhas de software/hardware; garantir a integridade referencial das tabelas durante as transações; criptografar todas as senhas dos usuários da solução com algoritmos superiores aos padrões MD5 e SHA1."
94,"Requisito de Testes de Vulnerabilidades: A CONTRATADA deverá apresentar relatórios de testes de vulnerabilidades tipo pentest White Box do ambiente, em nuvem ou em data center próprio, após a assinatura do contrato e antecedendo a entrada do sistema em produção (de acordo com cronograma de implantação a ser estabelecido), e a cada 6 (seis) meses durante a vigência do contrato, relatando as falhas encontradas e as correções realizadas."
95,"Requisito de Relatórios de Vulnerabilidades: O resultado dos testes com as vulnerabilidades encontradas e as correções aplicadas deverão ser entregues em formato digital aos gestores do contrato."
96,"Requisito de Certificações: A CONTRATADA deverá possuir certificações ISO 27001 ou SOC 2, dentro do prazo de validade, ou apresentar uma declaração formal com validade jurídica, assinada pelo representante legal da empresa, atestando a conformidade do fornecedor com normas de segurança da informação."
97,"Requisito de Manutenção de Logs: Os registros de logs do sistema devem ser mantidos durante toda a vigência do contrato. Caso seja necessária a exclusão, a CONTRATADA deverá comunicar à CONTRATANTE com antecedência e manter backup dos logs excluídos para consulta futura. Além disso, deverá fornecer os registros completos, em formato adequado, para importação eficiente em banco de dados relacional."
98,"Requisito de Conformidade com a LGPD: O sistema deverá estar em conformidade com a lei Nº 13.709/2018 (LGPD - Lei geral de Proteção de Dados) e suas alterações, garantindo a existência de um caminho rápido para a solicitação de informações relacionadas ao tratamento dos dados pessoais caso seja necessário."
99,"Requisito de Conformidade com PPDP: O sistema deverá estar em conformidade com o decreto Nº 16.416/2024 (PPDP - Política de Proteção de Dados Pessoais do Município de Juiz de Fora) e suas alterações."
100,"Requisito de Privacy by Design: O sistema deverá se pautar pelos conceitos de privacy by design e privacy by default, nos moldes previstos nos artigos 46, §2º e 49 da Lei Geral de Proteção de Dados - LGPD (Lei nº 13.709/2018)."
101,"Requisito de Transparência: Devem ser observados os princípios da transparência na coleta de dados; adoção de ações preventivas de segurança de tratamento de dados pessoais; a privacidade por padrão, ou seja, projetar a configuração padrão do produto ou serviço ofertado objetivando sempre a privacidade dos dados; proteção durante todo o ciclo de vida do desenvolvimento do produto ou serviço, isto é, ter a proteção de dados pensada de ponta a ponta; foco no usuário; funcionalidade completa e bem protegida; além de visibilidade e transparência, de modo a permitir que o titular dos dados tenha ciência do processo de coleta com a maior transparência possível."
102,"Requisito de Anonimização: O sistema deve oferecer ferramentas de anonimização dos dados pessoais tratados."
103,"Requisito de Alerta de Vazamento: O sistema deverá prover alerta de vazamento de dados, bem como interface com o titular dos dados pessoais (usuário interno e externo) para atendimento dos artigos 9º e 18 da LGPD."
104,"Requisito de Disponibilidade: Os serviços deverão ser prestados em regime integral, 24 (vinte e quatro) horas por dia, 07 (sete) dias por semana, sem interrupção fora do horário comercial ou em finais de semana e feriados."
105,"Requisito de SLA: Os serviços deverão estar disponíveis em 99,7% do tempo contratado, de modo que o somatório mensal das indisponibilidades do serviço seja de, no máximo, 02 (duas) horas, portanto a CONTRATADA deverá possuir o acordo SLA (Service Level Agreement) para a disponibilidade da infraestrutura do Data Center."
106,"Requisito de Redundância: Disponibilização de Servidores de Internet, Aplicativos e Banco de Dados, com componentes redundantes que ofereçam alta disponibilidade, proteção contra vírus, spywares e demais pragas virtuais gerando cópias de segurança que garantam o armazenamento dos dados em local seguro."
107,"Requisito de Links de Comunicação: Disponibilidade de links de comunicação de alto desempenho com banda compatível com a demanda necessária ao atendimento da Prefeitura de Juiz de Fora, com garantia de alta disponibilidade e desempenho e conexões com certificação segura e criptografadas no transporte das informações (HTTPS)."
108,"Requisito de Licenciamento: Todo licenciamento para quaisquer sistemas, hardware, comunicação de dados, armazenamento, procedimentos ou suprimentos é de responsabilidade da CONTRATADA."
109,"Requisito de Relatórios de Consumo: Deverão ser disponibilizados relatórios periódicos que possibilitem à equipe técnica realizar o acompanhamento do consumo dos recursos de hardware e consumo de banda, disponibilizados pelos serviços de Data Center."
110,"Requisito de Firewalls: O ambiente deve possuir firewalls, com suporte a camada 7 (redundantes) para garantia de alta disponibilidade, com balanceamento de carga, com segregação dos ambientes de apresentação, localizado numa rede desmilitarizada, e de negócios e dados, localizado numa rede privada."
111,"Requisito de Escalabilidade: O equipamento servidor de aplicação deve permitir escalabilidade visando atender aos aumentos de demanda de acesso concorrente ao sistema."
112,"Requisito de Contingência: Alternativa de contingência, composta de hardware e software, permitindo que, em caso de falha de quaisquer componentes da solução, seja possível seu processamento, após restabelecimento do funcionamento normal. Além disso, deverá estar disponível um conjunto de hardware e software, que poderá ser compartilhado para outros usos, para fins de substituição de qualquer componente da solução que apresente falha."
113,"Requisito de Acompanhamento Online: Fornecer à Prefeitura de Juiz de Fora uma área restrita para acompanhamento online, com relatórios das informações de desempenho e performance de seu ambiente, firewall, backup, com área de autoatendimento, ajuda, entre outros. Será de responsabilidade da CONTRATADA a administração e gerenciamento do SGBD, dos Softwares Básicos e Ferramentas que suportarão os Sistemas Aplicativos, da Administração do Banco de Dados e da aplicação."
114,"Requisito de Homologação: A CONTRATADA deve disponibilizar um ambiente de homologação para testes das novas funcionalidades por parte da Prefeitura de Juiz de Fora de forma a somente incluir tais funcionalidades no ambiente de produção depois da homologação da mesma pela Prefeitura de Juiz de Fora representada pelo demandante desta nova funcionalidade, o mesmo fluxo deve ser seguido para as manutenções corretivas e preventivas."
115,"Requisito de Cadastro: Este módulo deverá permitir, a critério do Município, os cadastros das instituições de ensino, treinamento e congêneres, que poderão realizar a emissão da NFS-e de maneira automática em data determinada para a emissão das mesmas."
116,"Requisito de Emissão de Notas Automáticas: A funcionalidade de emissão de notas automáticas poderá ainda ser estendida, a critério da Secretaria da Fazenda, para contribuintes que possuem um grande número de clientes mensalistas fixos."
117,"Requisito de Emissão em Lote: A emissão de notas fiscais em lote, como prevista acima, poderá ser realizada após a autorização do fisco, através da declaração do contribuinte da relação de alunos, cursos/atividades, temporalidade e respectivos valores monetários."
118,"Requisito de Emissão Manual: Além da modalidade em lote, o sistema permitirá a emissão manual de NFS-e, conforme critério do fisco."
119,"Requisito de Cadastramento de Sociedade Profissional: O módulo deverá realizar o cadastramento dos contribuintes declarados como Sociedade Profissional, contendo filtros que mostrem com clareza: todo o histórico dos registros; o nome dos profissionais habilitados (sócios, empregados ou não) com suas respectivas habilitações legais; o nome dos profissionais não habilitados e o período do vínculo destes profissionais; descrição das atividades dos mesmos; tipo societário."
120,"Requisito de Condicionamento de Emissão: O módulo deverá condicionar tanto a emissão de NFS-e como a geração do DAM ao correto enquadramento no cadastro, de forma a impedir que contribuintes não declarados como Sociedades Profissionais possam fazê-lo como tais."
121,"Requisito de Restrições Legais: O módulo deve conter as restrições legais para enquadramento, conforme a legislação municipal."
122,"Requisito de Opção por Regime de Tributação: No caso de não cumprimento dos requisitos legais para enquadramento, o sistema deverá permitir que o contribuinte opte por outro regime de tributação."
123,"Requisito de Módulo de Transporte: Módulo específico para fiscalização e controle das atividades das concessionárias de transporte coletivo municipal."
124,"Requisito de Registro de Concessionárias: Este módulo deverá permitir o registro, pelas concessionárias, dos seguintes itens: Frota de Veículos com indicação de placa, chassi, RENAVAM, capacidade de transporte de pessoas em assentos e em pé; Identificação das roletas/catracas de cada veículo; Valor registrado mensalmente nas catracas (Quantidade de giros); Demanda total de passageiros no mês; Demanda de passageiros tarifados no mês; Total de gratuidades e/ou isenções no mês; Tabela de Tarifas e vigência."
125,"Requisito de Cadastro de Parceiros: O módulo deverá permitir o cadastro de parceiros e controle das deduções efetuadas, neste sentido deverá permitir: Ao contribuinte que preste serviço na área de salão de beleza gerenciar o cadastramento de seus parceiros."
126,"Requisito de Apuração de Base de Cálculo: O sistema deverá apurar a base de cálculo deduzindo os valores das cotas-partes de cada profissional parceiro do salão que participou da operação."
127,"Requisito de Acesso ao Sistema: O acesso ao sistema de NFS-e se dará através de site vinculado à página principal da Prefeitura de Juiz de Fora."
128,"Requisito de Acesso Multiplataforma: O sistema deverá permitir o acesso através de computadores, tablets e smartphones. Na página de acesso ao sistema deverá estar disponibilizado no mínimo: manual completo do sistema; legislação pertinente; possibilidade de inclusão de mensagens institucionais e/ou arquivos; instruções para o cadastramento de contribuintes junto a Prefeitura de Juiz de Fora bem como ao sistema de NFS-e; canais de contato da CONTRATADA para auxílio/tira-dúvidas aos contribuintes; grupos de acesso, de acordo com os grupos cadastrados pelo município, definidos pela Secretaria da Fazenda; verificação de autenticidade de notas através de código de verificação no site, inclusive das notas fiscais emitidas nos sistemas legados."
129,"Requisito de Certificação Digital: O acesso ao sistema, respeitado o contido no item 15.13.7.1 e 15.13.7.2 do Edital, se dará através de certificação digital (ICP-Brasil) com a finalidade de emissão de nota fiscal. O sistema também poderá ser acessado através de login e senha para outras funcionalidades definidas pela Secretaria da Fazenda."
130,"Requisito de Acesso a Empresas Autorizadas: O sistema deverá possuir a funcionalidade de acesso às empresas autorizadas pela Secretaria da Fazenda a emitirem cupom fiscal, conforme especificado no item 15.13.7.4 do presente Edital."
131,"Requisito de Hierarquia de Acesso: O sistema deverá permitir hierarquia de acesso e restrições aos usuários servidores públicos, definidos pela Secretaria da Fazenda."
132,"Requisito de Vinculação de Empresas: O sistema deverá permitir vinculação entre empresas para acesso a todas as funcionalidades do sistema, sendo que para geração de notas fiscais pelo contribuinte autorizado, o acesso se dará através de certificação digital."
133,"Requisito de Transmissão de Arquivos em Lote: O sistema deverá permitir o acesso aos contribuintes cadastrados para transmissão de arquivos em lote (WebService). A geração de notas fiscais via WebService deverá conter todos os itens e regras de negócio das notas fiscais emitidas via portal da nota e/ou dispositivos móveis, de acordo com a legislação municipal."
134,"Requisito de Cadastro de Profissionais Autônomos: O módulo deverá realizar o cadastramento dos contribuintes declarados como profissionais autônomos, contendo filtros que mostrem com clareza: todo o histórico dos registros; o nome dos profissionais autônomos, CPF, RG, endereço, inscrição imobiliária, atividade profissional, nível de escolaridade, CBO, CNAE, registro no órgão de classe, se houver, data de início e fim da atividade."
135,"Requisito de Multiplas Atividades: O módulo deverá permitir o cadastro de mais de uma atividade profissional ao profissional autônomo, mantendo registros individualizados."
136,"Requisito de Cálculo de Faixas de Cobrança: O módulo deverá computar o tempo de atividade profissional, atendendo ao previsto em lei quanto ao cálculo das faixas de cobrança do ISSQN."
137,"Requisito de Condicionamento de Emissão de RPA-e: O módulo deverá condicionar a emissão de RPA-e ao correto enquadramento no cadastro, de forma a impedir que contribuintes não declarados como autônomos possam fazê-lo como tais."
138,"Requisito de Restrições Legais para Autônomos: O módulo deve conter as restrições legais para enquadramento, conforme a legislação municipal."
139,"Requisito de Emissão de Boletos: O módulo deve permitir a emissão de boletos para pagamento, no caso de inscrição nova, baixa ou paralisação das atividades, de acordo com o previsto em legislação."
140,"Requisito de Geração de Arquivo: O sistema deverá permitir a geração de arquivo, em formato e layout a serem estabelecidos pela administração tributária, com a finalidade de transmissão das informações dos profissionais autônomos para confecção de carnês por gráfica, quando opte-se por essa modalidade de notificação."
141,"Requisito de Integração com a Nota Fiscal de Serviços Eletrônica Nacional: O módulo deverá possuir a recepção automática de documentos disponibilizados pelo ADN (Ambiente de Dados Nacional), utilizando o certificado digital do Município."
142,"Requisito de Interface para Administração Tributária: O módulo deverá dispor de interface para que a administração tributária: realize upload do certificado digital do Município; defina o modelo de convênio ativo."
143,"Requisito de Consulta às NFS-e Recebidas: Consulta às NFS-e recebidas pelo ADN informando inicialmente o número do CNPJ, e apresentando em seguida opções de: Filtros por Número da NFS-e, competência, situação, responsável pelo recolhimento, tomador, nº da Guia, cidade de incidência, exigibilidade; Apresentando como resultado número, competência, data emissão, situação (normal, cancelado, normal pago), responsável pelo recolhimento, exigibilidade, tomador, valores, alíquotas, cidade incidência e opção para impressão da NFS-e com mesmo layout gerado pelo portal da NFS-e Nacional."
144,"Requisito de Tela Gerenciadora: Possuir tela gerenciadora das recepções realizadas automaticamente, exibindo e possibilitando a consulta dos eventos recebidos com a aplicação dos seguintes filtros: CNPJ do emissor; Período de geração; Período de processamento; Chave de acesso; Tipo de evento."
145,"Requisito de Download de Arquivo XML: Fazer o download do arquivo XML das Notas Fiscais."
146,"Requisito de Escrituração Automática: Realizar a escrituração automática das notas fiscais na Declaração Mensal de Serviços do tomador."
147,"Requisito de Consulta de Notas Recebidas: O Módulo deverá dispor de interface para que o contribuinte possa consultar as notas recebidas do ADN onde ele figure como o emissor/prestador de serviço com a possibilidade de aplicação dos seguintes filtros: Competência; Data de emissão (intervalo de datas); CNPJ/CPF do tomador; Pela razão social do tomador; Situação (Normal ou Cancelada); Número da NFS-e; Exigibilidade; Responsável pelo recolhimento do imposto (tomador/prestador)."
148,"Requisito de Ações a partir da Consulta: Possibilitar as seguintes ações a partir da consulta das Notas Fiscais integradas: Gerar relatório com a possibilidade de imprimir ou salvar nos formatos .pdf, .xls e .csv; Visualização detalhada, impressão e exportação do arquivo XML (individual) das notas listadas; Impressão em lote das notas listadas na consulta; Exportar em formato de arquivo XML de todas as notas contidas no resultado da consulta, conforme o modelo 'ConsultarNfseServicoPrestadoResposta', especificado na versão 2.04 do padrão ABRASF."
149,"Requisito de Emissão de Guia de Recolhimento: Permitir ao contribuinte a emissão de guia de recolhimento, de forma individual ou em lote, a partir de notas fiscais recebidas do ADN, nas quais ele seja o responsável pelo recolhimento do imposto."
150,"Requisito de Decisão Fundamentada: Emitir decisão fundamentada sobre todas as solicitações e reclamações relacionadas à execução do Contrato, ressalvados os requerimentos manifestamente impertinentes, meramente protelatórios ou de nenhum interesse para a boa execução do ajuste."
151,"Requisito de Prazo para Decisão: O Contratante terá o prazo de 1 (um) mês, a contar da data do protocolo do requerimento, para decidir, admitida a prorrogação motivada, por igual período."
